SO301408        ,SL CAPITAL PARTNERS LLP                                                                                                 ,            31180000,                NULL,         30,7487  ,1 GEORGE STREET                                                                                     ,EDINBURGH                                                                                           ,MIDLOTHIAN                                                                                          ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH2 2LL 
SO301404        ,DMWS 824 LLP                                                                                                            ,             2896298,             1181201,       NULL,7484  ,47 MELVILLE STREET                                                                                  ,EDINBURGH                                                                                           ,NULL                                                                                                ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH3 7HL 
SO301386        ,BALFOUR + MANSON LLP                                                                                                    ,             8029212,                NULL,        105,7484  ,54-66 FREDERICK STREET                                                                              ,EDINBURGH                                                                                           ,NULL                                                                                                ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH2 1LS 
SO301379        ,DAC BEACHCROFT SCOTLAND LLP                                                                                             ,             3920708,                NULL,          7,9305  ,125 WEST REGENT STREET                                                                              ,GLASGOW                                                                                             ,LANARKSHIRE                                                                                         ,NULL                                                                                                ,NULL                                                                                                ,GLASGOW             ,LANARKSHIRE         ,G2 2SA  
SO301366        ,MORELOCH LLP                                                                                                            ,            16153315,                NULL,        188,7411  ,DALMORE HOUSE                                                                                       ,310 ST VINCENT STREET                                                                               ,GLASGOW                                                                                             ,LANARKSHIRE                                                                                         ,NULL                                                                                                ,GLASGOW             ,LANARKSHIRE         ,G2 5QR  
SO301342        ,CAMPBELL DALLAS LLP                                                                                                     ,            10099096,             6205832,        124,7412  ,TITANIUM 1 KING'S INCH PLACE                                                                        ,RENFREW                                                                                             ,NULL                                                                                                ,NULL                                                                                                ,NULL                                                                                                ,RENFREW             ,RENFREWSHIRE        ,PA4 8WF 
SO301080        ,CITY BUILDING (CONTRACTS) LLP                                                                                           ,         97237000000,            56000000,       NULL,4521  ,350 DARNICK STREET                                                                                  ,GLASGOW                                                                                             ,LANARKSHIRE                                                                                         ,NULL                                                                                                ,NULL                                                                                                ,GLASGOW             ,LANARKSHIRE         ,G21 4BA 
SO300942        ,DRUMMOND MILLER LLP                                                                                                     ,             4732288,             2898708,         93,7031  ,GLENORCHY HOUSE 20 UNION STREE                                                                      ,EDINBURGH                                                                                           ,NULL                                                                                                ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH1 3LR 
SO300941        ,WORLDWIDE TRADING SERVICES LLP                                                                                          ,            14072272,              422168,          2,5155  ,4TH FLOOR 115 GEORGE STREET                                                                         ,EDINBURGH                                                                                           ,NULL                                                                                                ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH2 4JN 
SO300935        ,WEST SPORT ALLIANCE LIMITED LIABILITY PARTNERSHIP                                                                       ,             2383637,              710403,       NULL,7484  ,78 MONTGOMERY STREET                                                                                ,EDINBURGH                                                                                           ,LOTHIAN                                                                                             ,NULL                                                                                                ,NULL                                                                                                ,EDINBURGH           ,MIDLOTHIAN          ,EH7 5JA 
SO300843        ,LEDINGHAM CHALMERS LLP                                                                                                  ,            10787754,            10670235,        151,7411  ,Johnstone House                                                                                     ,52 54 Rose Street                                                                                   ,Aberdeen                                                                                            ,Aberdeenshire                                                                                       ,NULL                                                                                                ,ABERDEEN            ,ABERDEENSHIRE       ,AB10 1HA
SO300758        ,HBJ CLAIM SOLUTIONS LLP                                                                                                 ,             4896288,              501643,       NULL,7411  ,CENTENARY HOUSE                                                                                     ,69 WELLINGTON STREET                                                                                ,GLASGOW                                                                                             ,NULL                                                                                                ,NULL                                                                                                ,GLASGOW             ,LANARKSHIRE         ,G2 6HG  
